platform,variant,routers,metric,n,mean,sd,median,iqr,p05,p25,p75,p95,min,max,trimmed_mean
hardware,fast-attach-ucast-1,4,full_attach_ms,100,35.91267584,1.6164041552190804,35.734534,1.9212962500000046,33.41785685,34.9909665,36.912262750000004,38.746511549999994,32.175064,39.016962,35.906708225
otns,fast-attach-ucast-1,4,parent_request_to_ack_ms,89,2.56,0.0,2.56,0.0,2.56,2.56,2.56,2.56,2.56,2.56,2.56
hardware,fast-attach-ucast-1,4,parent_request_to_ack_ms,100,2.56757285,0.0005594589264674435,2.568007,0.0009540000000001214,2.566814,2.567053,2.568007,2.568007,2.566814,2.569199,2.567571725
otns,fast-attach-ucast-1,4,parent_request_ack_to_parent_response_ms,89,2.7533483146067415,1.992929405657568,2.12,2.04,0.6832,1.48,3.52,6.6,0.6,11.048,2.4538082191780823
hardware,fast-attach-ucast-1,4,parent_request_ack_to_parent_response_ms,100,9.01393175,0.9805114637930776,8.994936500000001,1.6992092499999991,7.55598505,8.265257,9.96446625,10.34716375,6.581068,10.457039,9.0567708375
otns,fast-attach-ucast-1,4,parent_response_to_ack_ms,89,4.0,0.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
hardware,fast-attach-ucast-1,4,parent_response_to_ack_ms,100,4.00754226,0.0005319214193502608,4.007816,0.0009540000000001214,4.006863,4.007101,4.008055,4.008055,4.006863,4.009008,4.0075511624999995
otns,fast-attach-ucast-1,4,parent_response_ack_to_child_id_request_ms,89,2.1189213483146068,2.2256185055799613,1.576,1.2800000000000002,0.616,0.936,2.216,4.967999999999998,0.616,12.456,1.6505205479452054
hardware,fast-attach-ucast-1,4,parent_response_ack_to_child_id_request_ms,100,6.59792425,0.9452107100484262,6.5820215,1.7466542499999997,5.4968359499999995,5.52058225,7.2672365,7.95146255,5.478144,10.672092,6.5280377875
otns,fast-attach-ucast-1,4,child_id_request_to_ack_ms,89,3.84,0.0,3.84,0.0,3.84,3.84,3.84,3.84,3.84,3.84,3.84
hardware,fast-attach-ucast-1,4,child_id_request_to_ack_ms,100,3.84762758,0.0004901657147115374,3.847837,0.0009539999999996773,3.846884,3.847122,3.848076,3.848076,3.846884,3.848076,3.847664475
otns,fast-attach-ucast-1,4,child_id_request_ack_to_child_id_response_ms,89,2.1800449438202247,1.8854085155966522,1.576,1.6,0.616,0.936,2.536,5.671999999999994,0.616,12.136,1.8653150684931508
hardware,fast-attach-ucast-1,4,child_id_request_ack_to_child_id_response_ms,100,9.87807752,0.8314854804382005,9.663105000000002,1.4813540000000014,8.677089650000001,9.144425499999999,10.6257795,11.062669399999999,8.415937,11.780024,9.8738849125
otns,fast-attach-ucast-1,4,adjusted_parent_request_to_response_ms,89,4.313348314606742,1.992929405657568,3.68,2.04,2.2432000000000003,3.04,5.08,8.16,2.16,12.608,4.013808219178082
hardware,fast-attach-ucast-1,4,adjusted_parent_request_to_response_ms,100,10.58150439,0.9805058642444807,10.5619895,1.6987924999999997,9.12399205,9.83296525,11.53175775,11.9151698,8.149075,12.025045,10.6243333
